module,global_tick,local_tick,seconds,bar,beat,chord_voice,original_note,played_note,transposed,instrument,support_block,right_clicks,velocity,source_tick,track,channel
10,3052,172,305.194,153,3.4,1,E5,E5,no,Harp/Piano,泥土,22,63,234389,1,1
10,3056,176,305.635,153,4.2,1,E5,E5,no,Harp/Piano,泥土,22,63,234728,1,1
10,3059,179,305.887,153,4.8,1,E4,E4,no,Harp/Piano,泥土,10,40,234921,1,1
10,3059,179,305.909,153,4.8,2,A4,A4,no,Harp/Piano,泥土,15,52,234938,1,1
10,3059,179,305.911,153,4.8,3,C5,C5,no,Harp/Piano,泥土,18,52,234940,1,1
10,3059,179,305.904,153,4.8,4,F#5,F#5,no,Harp/Piano,泥土,24,77,234934,1,1
10,3072,192,307.167,154,3.4,1,G#5,G#5,no,Chime,浮冰,2,57,235904,1,1
10,3074,194,307.380,154,3.8,1,A5,A5,no,Chime,浮冰,3,72,236068,1,1
10,3076,196,307.607,154,4.2,1,G#5,G#5,no,Chime,浮冰,2,74,236242,1,1
10,3079,199,307.863,154,4.8,1,D5,D5,no,Harp/Piano,泥土,20,54,236439,1,1
10,3089,209,308.879,155,2.8,1,C5,C5,no,Harp/Piano,泥土,18,50,237219,1,1
10,3096,216,309.616,155,4.2,1,E4,E4,no,Harp/Piano,泥土,10,62,237785,1,1
10,3099,219,309.934,155,4.8,1,E3,E3,no,Double Bass,橡木木板,22,43,238029,1,1
10,3099,219,309.945,155,4.8,2,G#3,G#3,no,Harp/Piano,泥土,2,43,238038,1,1
10,3099,219,309.948,155,4.8,3,B3,B3,no,Harp/Piano,泥土,5,39,238040,1,1
10,3099,219,309.931,155,4.8,4,F#4,F#4,no,Harp/Piano,泥土,12,54,238027,1,1
10,3099,219,309.915,155,4.8,5,B4,B4,no,Harp/Piano,泥土,17,64,238015,1,1
10,3104,224,310.405,156,1.8,1,E4,E4,no,Harp/Piano,泥土,10,56,238391,1,1
10,3106,226,310.630,156,2.2,1,F#4,F#4,no,Harp/Piano,泥土,12,49,238564,1,1
10,3111,231,311.099,156,3.2,1,E4,E4,no,Harp/Piano,泥土,10,65,238924,1,1
10,3116,236,311.561,156,4.2,1,F#4,F#4,no,Harp/Piano,泥土,12,59,239279,1,1
10,3118,238,311.796,156,4.6,1,G#3,G#3,no,Harp/Piano,泥土,2,42,239459,1,1
10,3118,238,311.794,156,4.6,2,B3,B3,no,Harp/Piano,泥土,5,48,239458,1,1
10,3120,240,312.040,157,1.0,1,E4,E4,no,Harp/Piano,泥土,10,60,239647,1,1
10,3125,245,312.523,157,2.0,1,F#4,F#4,no,Harp/Piano,泥土,12,58,240018,1,1
10,3131,251,313.055,157,3.2,1,E4,E4,no,Harp/Piano,泥土,10,62,240426,1,1
10,3136,256,313.626,157,4.2,1,E4,E4,no,Harp/Piano,泥土,10,63,240865,1,1
10,3138,258,313.763,157,4.6,1,E3,E3,no,Double Bass,橡木木板,22,53,240970,1,1
10,3139,259,313.880,157,4.8,1,A3,A3,no,Harp/Piano,泥土,3,52,241060,1,1
10,3140,260,313.980,158,1.0,1,C4,C4,no,Harp/Piano,泥土,6,52,241137,1,1
10,3141,261,314.096,158,1.2,1,F4,F4,no,Harp/Piano,泥土,11,54,241226,1,1
10,3142,262,314.219,158,1.4,1,B4,B4,no,Harp/Piano,泥土,17,71,241320,1,1
10,3161,281,316.137,159,1.2,1,A4,A4,no,Harp/Piano,泥土,15,61,242793,1,1
10,3169,289,316.895,159,2.8,1,D4,D4,no,Harp/Piano,泥土,8,51,243375,1,1
10,3169,289,316.902,159,2.8,2,D5,D5,no,Harp/Piano,泥土,20,53,243381,1,1
10,3169,289,316.857,159,2.8,3,E5,E5,no,Harp/Piano,泥土,22,71,243346,1,1
10,3184,304,318.395,160,1.8,1,C4,C4,no,Harp/Piano,泥土,6,46,244527,1,1
10,3184,304,318.396,160,1.8,2,C5,C5,no,Harp/Piano,泥土,18,48,244528,1,1
10,3184,304,318.379,160,1.8,3,A5,A5,no,Chime,浮冰,3,68,244515,1,1
11,3214,14,321.354,161,3.8,1,E2,E2,no,Double Bass,橡木木板,10,46,246800,1,1
11,3228,28,322.803,162,2.6,1,B2,B2,no,Double Bass,橡木木板,17,40,247913,1,1
11,3228,28,322.822,162,2.6,2,B4,B4,no,Harp/Piano,泥土,17,52,247927,1,1
11,3228,28,322.802,162,2.6,3,G#5,G#5,no,Chime,浮冰,2,67,247912,1,1
11,3239,39,323.904,162,4.8,1,E3,E3,no,Double Bass,橡木木板,22,49,248758,1,1
11,3249,49,324.926,163,2.8,1,F#3,F#3,no,Harp/Piano,泥土,0,41,249543,1,1
11,3259,59,325.895,163,4.8,1,B3,B3,no,Harp/Piano,泥土,5,48,250287,1,1
11,3270,70,326.958,164,3.0,1,D#4,D#4,no,Harp/Piano,泥土,9,51,251104,1,1
11,3281,81,328.103,165,1.2,1,F#4,F#4,no,Harp/Piano,泥土,12,35,251983,1,1
11,3295,95,329.486,165,4.0,1,B4,B4,no,Harp/Piano,泥土,17,45,253045,1,1
11,3318,118,331.783,166,4.6,1,E5,E5,no,Harp/Piano,泥土,22,53,254809,1,1
11,3318,118,331.777,166,4.6,2,E6,E6,no,Chime,浮冰,10,65,254805,1,1
11,3346,146,334.594,168,2.2,1,E1,E2,yes,Double Bass,橡木木板,10,36,256968,1,1
11,3346,146,334.594,168,2.2,2,G#5,G#5,no,Chime,浮冰,2,56,256968,1,1
