module,global_tick,local_tick,seconds,bar,beat,chord_voice,original_note,played_note,transposed,instrument,support_block,right_clicks,velocity,source_tick,track,channel
9,2562,2,256.174,129,1.4,2,D5,D5,no,Harp/Piano,泥土,20,91,196742,1,1
9,2562,2,256.164,129,1.4,3,E5,E5,no,Harp/Piano,泥土,22,99,196734,1,1
9,2562,2,256.160,129,1.4,4,F#5,F#5,no,Harp/Piano,泥土,24,102,196731,1,1
9,2562,2,256.164,129,1.4,5,A5,A5,no,Chime,浮冰,3,99,196734,1,1
9,2562,2,256.155,129,1.4,6,E6,E6,no,Chime,浮冰,10,106,196727,1,1
9,2566,6,256.643,129,2.2,1,E3,E3,no,Double Bass,橡木木板,22,88,197102,1,1
9,2566,6,256.642,129,2.2,2,F#3,F#3,no,Harp/Piano,泥土,0,91,197101,1,1
9,2566,6,256.642,129,2.2,3,A3,A3,no,Harp/Piano,泥土,3,85,197101,1,1
9,2572,12,257.176,129,3.4,1,A3,A3,no,Harp/Piano,泥土,3,88,197511,1,1
9,2572,12,257.174,129,3.4,2,D4,D4,no,Harp/Piano,泥土,8,94,197510,1,1
9,2572,12,257.177,129,3.4,3,F#5,F#5,no,Harp/Piano,泥土,24,100,197512,1,1
9,2572,12,257.178,129,3.4,4,A5,A5,no,Chime,浮冰,3,91,197513,1,1
9,2572,12,257.176,129,3.4,5,D6,D6,no,Chime,浮冰,8,97,197511,1,1
9,2572,12,257.172,129,3.4,6,F#6,F#6,no,Chime,浮冰,12,107,197508,1,1
9,2578,18,257.776,129,4.6,1,D4,D4,no,Harp/Piano,泥土,8,91,197972,1,1
9,2578,18,257.775,129,4.6,2,F#4,F#4,no,Harp/Piano,泥土,12,89,197971,1,1
9,2587,27,258.745,130,2.4,1,D1,D2,yes,Double Bass,橡木木板,8,100,198716,1,1
9,2593,33,259.316,130,3.6,1,D3,D3,no,Double Bass,橡木木板,20,69,199155,1,1
9,2594,34,259.413,130,3.8,1,F#3,F#3,no,Harp/Piano,泥土,0,77,199229,1,1
9,2595,35,259.467,130,4.0,1,A3,A3,no,Harp/Piano,泥土,3,76,199271,1,1
9,2596,36,259.565,130,4.2,1,C4,C4,no,Harp/Piano,泥土,6,74,199346,1,1
9,2597,37,259.677,130,4.4,1,E4,E4,no,Harp/Piano,泥土,10,90,199432,1,1
9,2599,39,259.896,130,4.8,1,G#4,G#4,no,Harp/Piano,泥土,14,104,199600,1,1
9,2599,39,259.905,130,4.8,2,B5,B5,no,Chime,浮冰,5,96,199607,1,1
9,2599,39,259.900,130,4.8,3,B6,B6,no,Chime,浮冰,17,99,199603,1,1
9,2603,43,260.281,131,1.6,1,B5,B5,no,Chime,浮冰,5,71,199896,1,1
9,2605,45,260.474,131,2.0,1,B6,B6,no,Chime,浮冰,17,79,200044,1,1
9,2606,46,260.608,131,2.2,1,B5,B5,no,Chime,浮冰,5,70,200147,1,1
9,2607,47,260.732,131,2.4,1,B6,B6,no,Chime,浮冰,17,79,200242,1,1
9,2608,48,260.846,131,2.6,1,B5,B5,no,Chime,浮冰,5,65,200330,1,1
9,2609,49,260.947,131,2.8,1,B6,B6,no,Chime,浮冰,17,76,200407,1,1
9,2610,50,261.042,131,3.0,1,B5,B5,no,Chime,浮冰,5,71,200480,1,1
9,2611,51,261.132,131,3.2,1,B6,B6,no,Chime,浮冰,17,73,200549,1,1
9,2612,52,261.220,131,3.4,1,B5,B5,no,Chime,浮冰,5,73,200617,1,1
9,2613,53,261.294,131,3.6,1,B6,B6,no,Chime,浮冰,17,72,200674,1,1
9,2614,54,261.375,131,3.8,1,B5,B5,no,Chime,浮冰,5,71,200736,1,1
9,2615,55,261.536,131,4.0,1,B5,B5,no,Chime,浮冰,5,74,200860,1,1
9,2615,55,261.452,131,4.0,2,B6,B6,no,Chime,浮冰,17,71,200795,1,1
9,2616,56,261.620,131,4.2,1,B6,B6,no,Chime,浮冰,17,71,200924,1,1
9,2617,57,261.693,131,4.4,1,B5,B5,no,Chime,浮冰,5,72,200980,1,1
9,2618,58,261.848,131,4.6,1,E3,E3,no,Double Bass,橡木木板,22,63,201099,1,1
9,2618,58,261.781,131,4.6,2,B6,B6,no,Chime,浮冰,17,68,201048,1,1
9,2619,59,261.880,131,4.8,1,B5,B5,no,Chime,浮冰,5,70,201124,1,1
9,2620,60,261.956,132,1.0,1,B6,B6,no,Chime,浮冰,17,68,201182,1,1
9,2621,61,262.116,132,1.2,1,F#3,F#3,no,Harp/Piano,泥土,0,64,201305,1,1
9,2621,61,262.052,132,1.2,2,B5,B5,no,Chime,浮冰,5,70,201256,1,1
9,2621,61,262.146,132,1.2,3,B6,B6,no,Chime,浮冰,17,72,201328,1,1
9,2622,62,262.245,132,1.4,1,G#3,G#3,no,Harp/Piano,泥土,2,60,201404,1,1
9,2623,63,262.342,132,1.6,1,A3,A3,no,Harp/Piano,泥土,3,60,201479,1,1
9,2623,63,262.251,132,1.6,2,B5,B5,no,Chime,浮冰,5,68,201409,1,1
9,2623,63,262.348,132,1.6,3,B6,B6,no,Chime,浮冰,17,70,201483,1,1
9,2624,64,262.413,132,1.8,1,B3,B3,no,Harp/Piano,泥土,5,57,201533,1,1
9,2624,64,262.449,132,1.8,2,B5,B5,no,Chime,浮冰,5,72,201561,1,1
9,2625,65,262.535,132,2.0,1,C4,C4,no,Harp/Piano,泥土,6,65,201627,1,1
9,2625,65,262.535,132,2.0,2,B6,B6,no,Chime,浮冰,17,67,201627,1,1
9,2626,66,262.624,132,2.2,1,B5,B5,no,Chime,浮冰,5,65,201695,1,1
9,2627,67,262.664,132,2.4,1,D4,D4,no,Harp/Piano,泥土,8,58,201726,1,1
9,2627,67,262.717,132,2.4,2,B6,B6,no,Chime,浮冰,17,69,201767,1,1
9,2628,68,262.754,132,2.6,1,E4,E4,no,Harp/Piano,泥土,10,75,201795,1,1
9,2628,68,262.798,132,2.6,2,B5,B5,no,Chime,浮冰,5,68,201829,1,1
9,2629,69,262.874,132,2.8,1,F#4,F#4,no,Harp/Piano,泥土,12,64,201887,1,1
9,2629,69,262.872,132,2.8,2,B6,B6,no,Chime,浮冰,17,72,201886,1,1
9,2630,70,262.965,132,3.0,1,G#4,G#4,no,Harp/Piano,泥土,14,75,201957,1,1
9,2630,70,262.971,132,3.0,2,B5,B5,no,Chime,浮冰,5,69,201962,1,1
9,2630,70,263.039,132,3.0,3,B6,B6,no,Chime,浮冰,17,67,202014,1,1
9,2631,71,263.064,132,3.2,1,E4,E4,no,Harp/Piano,泥土,10,69,202033,1,1
9,2631,71,263.143,132,3.2,2,F#4,F#4,no,Harp/Piano,泥土,12,58,202094,1,1
9,2631,71,263.115,132,3.2,3,B5,B5,no,Chime,浮冰,5,72,202072,1,1
9,2632,72,263.210,132,3.4,1,G#4,G#4,no,Harp/Piano,泥土,14,76,202145,1,1
9,2632,72,263.198,132,3.4,2,B6,B6,no,Chime,浮冰,17,70,202136,1,1
9,2633,73,263.309,132,3.6,1,A4,A4,no,Harp/Piano,泥土,15,69,202221,1,1
9,2633,73,263.273,132,3.6,2,B5,B5,no,Chime,浮冰,5,74,202194,1,1
9,2634,74,263.382,132,3.8,1,B4,B4,no,Harp/Piano,泥土,17,72,202277,1,1
9,2634,74,263.449,132,3.8,2,B5,B5,no,Chime,浮冰,5,76,202329,1,1
9,2634,74,263.367,132,3.8,3,B6,B6,no,Chime,浮冰,17,72,202266,1,1
9,2635,75,263.535,132,4.0,1,C5,C5,no,Harp/Piano,泥土,18,66,202395,1,1
9,2635,75,263.540,132,4.0,2,B6,B6,no,Chime,浮冰,17,72,202399,1,1
9,2637,77,263.655,132,4.4,1,D5,D5,no,Harp/Piano,泥土,20,59,202487,1,1
9,2637,77,263.746,132,4.4,2,E5,E5,no,Harp/Piano,泥土,22,75,202557,1,1
9,2637,77,263.655,132,4.4,3,B5,B5,no,Chime,浮冰,5,74,202487,1,1
9,2637,77,263.746,132,4.4,4,B6,B6,no,Chime,浮冰,17,68,202557,1,1
9,2638,78,263.831,132,4.6,1,B5,B5,no,Chime,浮冰,5,64,202622,1,1
9,2639,79,263.884,132,4.8,1,F#5,F#5,no,Harp/Piano,泥土,24,70,202663,1,1
9,2640,80,263.982,133,1.0,1,G#5,G#5,no,Chime,浮冰,2,75,202738,1,1
9,2640,80,263.980,133,1.0,2,B6,B6,no,Chime,浮冰,17,66,202737,1,1
9,2641,81,264.122,133,1.2,1,E5,E5,no,Harp/Piano,泥土,22,56,202846,1,1
9,2642,82,264.225,133,1.4,1,F#5,F#5,no,Harp/Piano,泥土,24,63,202925,1,1
9,2643,83,264.271,133,1.6,1,G#5,G#5,no,Chime,浮冰,2,60,202960,1,1
9,2644,84,264.400,133,1.8,1,A5,A5,no,Chime,浮冰,3,57,203059,1,1
9,2645,85,264.505,133,2.0,1,B5,B5,no,Chime,浮冰,5,59,203140,1,1
9,2647,87,264.655,133,2.4,1,C6,C6,no,Chime,浮冰,6,60,203255,1,1
9,2648,88,264.822,133,2.6,1,D6,D6,no,Chime,浮冰,8,61,203383,1,1
9,2650,90,265.003,133,3.0,1,E6,E6,no,Chime,浮冰,10,63,203522,1,1
9,2652,92,265.203,133,3.4,1,F#6,F#6,no,Chime,浮冰,12,56,203676,1,1
9,2654,94,265.431,133,3.8,1,G#6,G#6,no,Chime,浮冰,14,64,203851,1,1
9,2657,97,265.734,133,4.4,1,A6,A6,no,Chime,浮冰,15,62,204084,1,1
9,2661,101,266.109,134,1.2,1,B6,B6,no,Chime,浮冰,17,58,204372,1,1
9,2677,117,267.655,134,4.4,1,D1,D2,yes,Double Bass,橡木木板,8,53,205559,1,1
9,2717,157,271.714,136,4.4,1,B0,B1,yes,Double Bass,橡木木板,5,51,208676,1,1
9,2733,173,273.318,137,3.6,1,E3,E3,no,Double Bass,橡木木板,22,49,209908,1,1
9,2740,180,273.954,138,1.0,1,A3,A3,no,Harp/Piano,泥土,3,46,210397,1,1
9,2743,183,274.315,138,1.6,1,C#4,C#4,no,Harp/Piano,泥土,7,58,210674,1,1
9,2746,186,274.579,138,2.2,1,D#4,D#4,no,Harp/Piano,泥土,9,65,210877,1,1
9,2748,188,274.819,138,2.6,1,B3,B3,no,Harp/Piano,泥土,5,63,211061,1,1
9,2750,190,275.005,138,3.0,1,F#3,F#3,no,Harp/Piano,泥土,0,68,211204,1,1
9,2752,192,275.208,138,3.4,1,G#3,G#3,no,Harp/Piano,泥土,2,68,211360,1,1
9,2754,194,275.409,138,3.8,1,B3,B3,no,Harp/Piano,泥土,5,65,211514,1,1
9,2756,196,275.576,138,4.2,1,E4,E4,no,Harp/Piano,泥土,10,73,211642,1,1
9,2758,198,275.751,138,4.6,1,F#4,F#4,no,Harp/Piano,泥土,12,68,211777,1,1
9,2759,199,275.914,138,4.8,1,C#4,C#4,no,Harp/Piano,泥土,7,72,211902,1,1
9,2761,201,276.085,139,1.2,1,A3,A3,no,Harp/Piano,泥土,3,67,212033,1,1
9,2762,202,276.223,139,1.4,1,C#4,C#4,no,Harp/Piano,泥土,7,73,212139,1,1
9,2764,204,276.358,139,1.8,1,A3,A3,no,Harp/Piano,泥土,3,53,212243,1,1
9,2764,204,276.395,139,1.8,2,E4,E4,no,Harp/Piano,泥土,10,74,212271,1,1
9,2765,205,276.542,139,2.0,1,C#4,C#4,no,Harp/Piano,泥土,7,67,212384,1,1
9,2765,205,276.518,139,2.0,2,A4,A4,no,Harp/Piano,泥土,15,76,212366,1,1
9,2767,207,276.652,139,2.4,1,D#4,D#4,no,Harp/Piano,泥土,9,79,212469,1,1
9,2767,207,276.661,139,2.4,2,B4,B4,no,Harp/Piano,泥土,17,75,212476,1,1
9,2768,208,276.777,139,2.6,1,B3,B3,no,Harp/Piano,泥土,5,71,212565,1,1
9,2768,208,276.833,139,2.6,2,F#4,F#4,no,Harp/Piano,泥土,12,74,212608,1,1
9,2769,209,276.934,139,2.8,1,F#3,F#3,no,Harp/Piano,泥土,0,79,212685,1,1
9,2769,209,276.934,139,2.8,2,D#4,D#4,no,Harp/Piano,泥土,9,71,212685,1,1
9,2771,211,277.077,139,3.2,1,A3,A3,no,Harp/Piano,泥土,3,72,212795,1,1
9,2771,211,277.083,139,3.2,2,E4,E4,no,Harp/Piano,泥土,10,75,212800,1,1
9,2772,212,277.214,139,3.4,1,C#4,C#4,no,Harp/Piano,泥土,7,84,212900,1,1
9,2772,212,277.212,139,3.4,2,A4,A4,no,Harp/Piano,泥土,15,83,212899,1,1
9,2773,213,277.339,139,3.6,1,E4,E4,no,Harp/Piano,泥土,10,77,212996,1,1
9,2773,213,277.344,139,3.6,2,C#5,C#5,no,Harp/Piano,泥土,19,89,213000,1,1
9,2775,215,277.473,139,4.0,1,F#4,F#4,no,Harp/Piano,泥土,12,81,213099,1,1
9,2775,215,277.475,139,4.0,2,D#5,D#5,no,Harp/Piano,泥土,21,86,213101,1,1
9,2776,216,277.581,139,4.2,1,D#4,D#4,no,Harp/Piano,泥土,9,80,213182,1,1
9,2776,216,277.625,139,4.2,2,B4,B4,no,Harp/Piano,泥土,17,79,213216,1,1
9,2777,217,277.732,139,4.4,1,B3,B3,no,Harp/Piano,泥土,5,76,213298,1,1
9,2777,217,277.733,139,4.4,2,F#4,F#4,no,Harp/Piano,泥土,12,80,213299,1,1
9,2779,219,277.880,139,4.8,1,G#4,G#4,no,Harp/Piano,泥土,14,77,213412,1,1
9,2780,220,277.954,140,1.0,1,E4,E4,no,Harp/Piano,泥土,10,78,213469,1,1
9,2780,220,277.993,140,1.0,2,B4,B4,no,Harp/Piano,泥土,17,84,213499,1,1
9,2781,221,278.122,140,1.2,1,G4,G4,no,Harp/Piano,泥土,13,58,213598,1,1
9,2781,221,278.111,140,1.2,2,E5,E5,no,Harp/Piano,泥土,22,79,213589,1,1
9,2782,222,278.199,140,1.4,1,A4,A4,no,Harp/Piano,泥土,15,79,213657,1,1
9,2782,222,278.197,140,1.4,2,F#5,F#5,no,Harp/Piano,泥土,24,94,213655,1,1
9,2783,223,278.290,140,1.6,1,F#4,F#4,no,Harp/Piano,泥土,12,63,213727,1,1
9,2783,223,278.326,140,1.6,2,C#5,C#5,no,Harp/Piano,泥土,19,81,213754,1,1
9,2784,224,278.400,140,1.8,1,C#4,C#4,no,Harp/Piano,泥土,7,80,213811,1,1
9,2784,224,278.423,140,1.8,2,A4,A4,no,Harp/Piano,泥土,15,80,213829,1,1
9,2785,225,278.474,140,2.0,1,E4,E4,no,Harp/Piano,泥土,10,78,213868,1,1
9,2785,225,278.527,140,2.0,2,C#5,C#5,no,Harp/Piano,泥土,19,78,213909,1,1
9,2786,226,278.586,140,2.2,1,A4,A4,no,Harp/Piano,泥土,15,76,213954,1,1
9,2786,226,278.615,140,2.2,2,E5,E5,no,Harp/Piano,泥土,22,85,213976,1,1
9,2787,227,278.719,140,2.4,1,C#5,C#5,no,Harp/Piano,泥土,19,78,214056,1,1
9,2787,227,278.715,140,2.4,2,A5,A5,no,Chime,浮冰,3,90,214053,1,1
9,2788,228,278.845,140,2.6,1,D#5,D#5,no,Harp/Piano,泥土,21,86,214153,1,1
9,2788,228,278.835,140,2.6,2,B5,B5,no,Chime,浮冰,5,96,214145,1,1
9,2789,229,278.948,140,2.8,1,B4,B4,no,Harp/Piano,泥土,17,70,214232,1,1
9,2789,229,278.949,140,2.8,2,F#5,F#5,no,Harp/Piano,泥土,24,86,214233,1,1
9,2791,231,279.064,140,3.2,1,A4,A4,no,Harp/Piano,泥土,15,73,214321,1,1
9,2791,231,279.069,140,3.2,2,B5,B5,no,Chime,浮冰,5,86,214325,1,1
9,2792,232,279.223,140,3.4,1,G4,G4,no,Harp/Piano,泥土,13,78,214443,1,1
9,2792,232,279.182,140,3.4,2,E5,E5,no,Harp/Piano,泥土,22,73,214412,1,1
9,2793,233,279.298,140,3.6,1,F5,F5,no,Harp/Piano,泥土,23,71,214501,1,1
9,2794,234,279.353,140,3.8,1,F#4,F#4,no,Harp/Piano,泥土,12,57,214543,1,1
9,2794,234,279.402,140,3.8,2,C6,C6,no,Chime,浮冰,6,85,214581,1,1
9,2795,235,279.462,140,4.0,1,F4,F4,no,Harp/Piano,泥土,11,78,214627,1,1
9,2795,235,279.486,140,4.0,2,F5,F5,no,Harp/Piano,泥土,23,70,214645,1,1
9,2796,236,279.569,140,4.2,1,E4,E4,no,Harp/Piano,泥土,10,76,214709,1,1
9,2796,236,279.585,140,4.2,2,F#5,F#5,no,Harp/Piano,泥土,24,80,214721,1,1
9,2797,237,279.656,140,4.4,1,D#4,D#4,no,Harp/Piano,泥土,9,77,214776,1,1
9,2797,237,279.715,140,4.4,2,C#6,C#6,no,Chime,浮冰,7,89,214821,1,1
9,2798,238,279.760,140,4.6,1,D4,D4,no,Harp/Piano,泥土,8,76,214856,1,1
9,2798,238,279.785,140,4.6,2,F#5,F#5,no,Harp/Piano,泥土,24,73,214875,1,1
9,2799,239,279.870,140,4.8,1,C#4,C#4,no,Harp/Piano,泥土,7,81,214940,1,1
9,2799,239,279.878,140,4.8,2,G5,G5,no,Chime,浮冰,1,89,214946,1,1
9,2800,240,279.971,141,1.0,1,C4,C4,no,Harp/Piano,泥土,6,82,215018,1,1
9,2800,240,280.004,141,1.0,2,C#6,C#6,no,Chime,浮冰,7,73,215043,1,1
9,2800,240,279.983,141,1.0,3,D6,D6,no,Chime,浮冰,8,98,215027,1,1
9,2801,241,280.124,141,1.2,1,A#3,A#3,no,Harp/Piano,泥土,4,83,215135,1,1
9,2801,241,280.068,141,1.2,2,B3,B3,no,Harp/Piano,泥土,5,84,215092,1,1
9,2801,241,280.077,141,1.2,3,G5,G5,no,Chime,浮冰,1,79,215099,1,1
9,2802,242,280.219,141,1.4,1,A3,A3,no,Harp/Piano,泥土,3,88,215208,1,1
9,2802,242,280.155,141,1.4,2,G#5,G#5,no,Chime,浮冰,2,92,215159,1,1
9,2803,243,280.328,141,1.6,1,G#3,G#3,no,Harp/Piano,泥土,2,87,215292,1,1
9,2803,243,280.284,141,1.6,2,C#6,C#6,no,Chime,浮冰,7,60,215258,1,1
9,2803,243,280.257,141,1.6,3,D#6,D#6,no,Chime,浮冰,9,104,215237,1,1
9,2804,244,280.415,141,1.8,1,G3,G3,no,Harp/Piano,泥土,1,92,215359,1,1
9,2804,244,280.410,141,1.8,2,A5,A5,no,Chime,浮冰,3,92,215355,1,1
9,2805,245,280.513,141,2.0,1,F#3,F#3,no,Harp/Piano,泥土,0,91,215434,1,1
9,2805,245,280.505,141,2.0,2,E6,E6,no,Chime,浮冰,10,98,215428,1,1
9,2806,246,280.605,141,2.2,1,F3,F3,no,Double Bass,橡木木板,23,99,215505,1,1
9,2806,246,280.605,141,2.2,2,A5,A5,no,Chime,浮冰,3,90,215505,1,1
9,2807,247,280.745,141,2.4,1,D#3,D#3,no,Double Bass,橡木木板,21,87,215612,1,1
9,2807,247,280.697,141,2.4,2,E3,E3,no,Double Bass,橡木木板,22,96,215575,1,1
9,2807,247,280.664,141,2.4,3,A#5,A#5,no,Chime,浮冰,4,94,215550,1,1
9,2808,248,280.753,141,2.6,1,F6,F6,no,Chime,浮冰,11,92,215618,1,1
9,2809,249,280.852,141,2.8,1,D3,D3,no,Double Bass,橡木木板,20,95,215694,1,1
9,2809,249,280.854,141,2.8,2,A#5,A#5,no,Chime,浮冰,4,91,215696,1,1
9,2810,250,280.962,141,3.0,1,C#3,C#3,no,Double Bass,橡木木板,19,98,215779,1,1
9,2810,250,280.957,141,3.0,2,B5,B5,no,Chime,浮冰,5,100,215775,1,1
9,2811,251,281.066,141,3.2,1,C3,C3,no,Double Bass,橡木木板,18,105,215859,1,1
9,2811,251,281.065,141,3.2,2,F#6,F#6,no,Chime,浮冰,12,101,215858,1,1
9,2814,254,281.423,141,3.8,1,B1,B1,no,Double Bass,橡木木板,5,87,216133,1,1
9,2814,254,281.417,141,3.8,2,B2,B2,no,Double Bass,橡木木板,17,96,216128,1,1
9,2814,254,281.414,141,3.8,3,B5,B5,no,Chime,浮冰,5,102,216126,1,1
9,2814,254,281.414,141,3.8,4,C#6,C#6,no,Chime,浮冰,7,99,216126,1,1
9,2814,254,281.411,141,3.8,5,B6,B6,no,Chime,浮冰,17,107,216124,1,1
9,2835,275,283.548,142,4.0,1,C#6,C#6,no,Chime,浮冰,7,91,217765,1,1
9,2835,275,283.536,142,4.0,2,A6,A6,no,Chime,浮冰,15,101,217756,1,1
9,2836,276,283.551,142,4.2,1,A5,A5,no,Chime,浮冰,3,91,217767,1,1
9,2836,276,283.552,142,4.2,2,F#6,F#6,no,Chime,浮冰,12,91,217768,1,1
9,2847,287,284.684,143,2.4,1,B5,B5,no,Chime,浮冰,5,87,218637,1,1
9,2847,287,284.676,143,2.4,2,C#6,C#6,no,Chime,浮冰,7,89,218631,1,1
9,2847,287,284.677,143,2.4,3,F6,F6,no,Chime,浮冰,11,92,218632,1,1
9,2855,295,285.475,143,4.0,1,F4,F4,no,Harp/Piano,泥土,11,75,219245,1,1
9,2855,295,285.474,143,4.0,2,B5,B5,no,Chime,浮冰,5,84,219244,1,1
9,2855,295,285.474,143,4.0,3,C#6,C#6,no,Chime,浮冰,7,89,219244,1,1
9,2855,295,285.465,143,4.0,4,G#6,G#6,no,Chime,浮冰,14,96,219237,1,1
9,2861,301,286.147,144,1.2,1,F#4,F#4,no,Harp/Piano,泥土,12,74,219761,1,1
9,2861,301,286.147,144,1.2,2,F#6,F#6,no,Chime,浮冰,12,91,219761,1,1
9,2862,302,286.154,144,1.4,1,A5,A5,no,Chime,浮冰,3,76,219766,1,1
9,2862,302,286.154,144,1.4,2,C#6,C#6,no,Chime,浮冰,7,82,219766,1,1
9,2867,307,286.678,144,2.4,1,A4,A4,no,Harp/Piano,泥土,15,74,220169,1,1
9,2867,307,286.677,144,2.4,2,F#5,F#5,no,Harp/Piano,泥土,24,78,220168,1,1
9,2867,307,286.676,144,2.4,3,A5,A5,no,Chime,浮冰,3,77,220167,1,1
9,2867,307,286.674,144,2.4,4,C6,C6,no,Chime,浮冰,6,88,220166,1,1
9,2871,311,287.107,144,3.2,1,C5,C5,no,Harp/Piano,泥土,18,72,220498,1,1
9,2871,311,287.099,144,3.2,2,F#5,F#5,no,Harp/Piano,泥土,24,78,220492,1,1
9,2871,311,287.100,144,3.2,3,A5,A5,no,Chime,浮冰,3,80,220493,1,1
9,2871,311,287.095,144,3.2,4,D#6,D#6,no,Chime,浮冰,9,93,220489,1,1
9,2875,315,287.492,144,4.0,1,C#5,C#5,no,Harp/Piano,泥土,19,73,220794,1,1
9,2875,315,287.483,144,4.0,2,F5,F5,no,Harp/Piano,泥土,23,83,220787,1,1
9,2875,315,287.475,144,4.0,3,C#6,C#6,no,Chime,浮冰,7,91,220781,1,1
9,2878,318,287.805,144,4.6,1,F5,F5,no,Harp/Piano,泥土,23,78,221034,1,1
9,2878,318,287.803,144,4.6,2,G#5,G#5,no,Chime,浮冰,2,90,221033,1,1
10,2881,1,288.129,145,1.2,1,B5,B5,no,Chime,浮冰,5,88,221283,1,1
10,2882,2,288.152,145,1.4,1,B2,B2,no,Double Bass,橡木木板,17,65,221301,1,1
10,2882,2,288.164,145,1.4,2,C#5,C#5,no,Harp/Piano,泥土,19,70,221310,1,1
10,2882,2,288.152,145,1.4,3,F5,F5,no,Harp/Piano,泥土,23,74,221301,1,1
10,2884,4,288.444,145,1.8,1,C#5,C#5,no,Harp/Piano,泥土,19,69,221525,1,1
10,2884,4,288.436,145,1.8,2,F#5,F#5,no,Harp/Piano,泥土,24,73,221519,1,1
10,2884,4,288.426,145,1.8,3,A5,A5,no,Chime,浮冰,3,86,221511,1,1
10,2887,7,288.706,145,2.4,1,B4,B4,no,Harp/Piano,泥土,17,57,221726,1,1
10,2887,7,288.706,145,2.4,2,C#5,C#5,no,Harp/Piano,泥土,19,62,221726,1,1
10,2887,7,288.703,145,2.4,3,F5,F5,no,Harp/Piano,泥土,23,72,221724,1,1
10,2890,10,288.992,145,3.0,1,F4,F4,no,Harp/Piano,泥土,11,64,221946,1,1
10,2890,10,288.987,145,3.0,2,B4,B4,no,Harp/Piano,泥土,17,60,221942,1,1
10,2890,10,289.004,145,3.0,3,C#5,C#5,no,Harp/Piano,泥土,19,66,221955,1,1
10,2890,10,288.982,145,3.0,4,G#5,G#5,no,Chime,浮冰,2,78,221938,1,1
10,2893,13,289.314,145,3.6,1,F#4,F#4,no,Harp/Piano,泥土,12,55,222193,1,1
10,2893,13,289.312,145,3.6,2,A4,A4,no,Harp/Piano,泥土,15,61,222192,1,1
10,2893,13,289.320,145,3.6,3,C#5,C#5,no,Harp/Piano,泥土,19,55,222198,1,1
10,2893,13,289.293,145,3.6,4,F#5,F#5,no,Harp/Piano,泥土,24,77,222177,1,1
10,2896,16,289.635,145,4.2,1,A4,A4,no,Harp/Piano,泥土,15,57,222440,1,1
10,2896,16,289.634,145,4.2,2,C5,C5,no,Harp/Piano,泥土,18,68,222439,1,1
10,2900,20,290.042,146,1.0,1,C5,C5,no,Harp/Piano,泥土,18,58,222752,1,1
10,2900,20,290.035,146,1.0,2,D#5,D#5,no,Harp/Piano,泥土,21,67,222747,1,1
10,2905,25,290.516,146,2.0,1,B4,B4,no,Harp/Piano,泥土,17,61,223116,1,1
10,2905,25,290.509,146,2.0,2,C#5,C#5,no,Harp/Piano,泥土,19,72,223111,1,1
10,2912,32,291.211,146,3.4,1,A#4,A#4,no,Harp/Piano,泥土,16,62,223650,1,1
10,2912,32,291.191,146,3.4,2,E5,E5,no,Harp/Piano,泥土,22,69,223635,1,1
10,2922,42,292.236,147,1.4,1,B3,B3,no,Harp/Piano,泥土,5,47,224437,1,1
10,2922,42,292.227,147,1.4,2,A4,A4,no,Harp/Piano,泥土,15,53,224430,1,1
10,2922,42,292.243,147,1.4,3,C#5,C#5,no,Harp/Piano,泥土,19,59,224443,1,1
10,2922,42,292.232,147,1.4,4,E5,E5,no,Harp/Piano,泥土,22,58,224434,1,1
10,2922,42,292.206,147,1.4,5,G#5,G#5,no,Chime,浮冰,2,78,224414,1,1
10,2944,64,294.440,148,1.8,1,F#5,F#5,no,Harp/Piano,泥土,24,65,226130,1,1
10,2945,65,294.484,148,2.0,1,B3,B3,no,Harp/Piano,泥土,5,26,226164,1,1
10,2945,65,294.457,148,2.0,2,B4,B4,no,Harp/Piano,泥土,17,45,226143,1,1
10,2945,65,294.473,148,2.0,3,D#5,D#5,no,Harp/Piano,泥土,21,46,226155,1,1
10,3007,127,300.723,151,2.4,1,E5,E5,no,Harp/Piano,泥土,22,46,230955,1,1
10,3021,141,302.145,152,1.2,1,B4,B4,no,Harp/Piano,泥土,17,46,232047,1,1
10,3021,141,302.132,152,1.2,2,F#5,F#5,no,Harp/Piano,泥土,24,54,232037,1,1
10,3022,142,302.158,152,1.4,1,E4,E4,no,Harp/Piano,泥土,10,39,232057,1,1
10,3022,142,302.151,152,1.4,2,G#4,G#4,no,Harp/Piano,泥土,14,41,232052,1,1
10,3027,147,302.674,152,2.4,1,E5,E5,no,Harp/Piano,泥土,22,57,232454,1,1
10,3029,149,302.901,152,2.8,1,F#5,F#5,no,Harp/Piano,泥土,24,60,232628,1,1
10,3034,154,303.375,152,3.8,1,E5,E5,no,Harp/Piano,泥土,22,56,232992,1,1
10,3038,158,303.835,152,4.6,1,F#5,F#5,no,Harp/Piano,泥土,24,67,233345,1,1
10,3040,160,304.048,153,1.0,1,G#4,G#4,no,Harp/Piano,泥土,14,45,233509,1,1
10,3040,160,304.048,153,1.0,2,B4,B4,no,Harp/Piano,泥土,17,53,233509,1,1
10,3043,163,304.292,153,1.6,1,E5,E5,no,Harp/Piano,泥土,22,60,233696,1,1
10,3047,167,304.736,153,2.4,1,F#5,F#5,no,Harp/Piano,泥土,24,70,234037,1,1
